model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,smote_strategy,xgb_learning_rate,rf_n_estimators,rf_max_depth,ada_n_estimators,rus_n_estimators
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6956400742115028,0.9631492323776354,1077,70,0,1,run131_strategy=0.3_threshold=0.3_estima,0.3,0.05,100,15,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run131_strategy=0.3_threshold=0.3_estima,0.3,0.05,100,15,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run131_strategy=0.3_threshold=0.3_estima,0.3,0.05,100,15,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run131_strategy=0.3_threshold=0.3_estima,0.3,0.05,100,15,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run132_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run132_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,100,200
RandomForest,0.3,0.9372822299651568,0.9427816901408451,0.9935064935064936,0.967479674796748,0.9829295154185022,0.15277696943616262,0.7413199045852107,0.9662681700404887,1071,65,5,7,run132_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,100,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run132_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run132_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run132_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run133_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run133_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,200,200
RandomForest,0.3,0.9372822299651568,0.9427816901408451,0.9935064935064936,0.967479674796748,0.9829295154185022,0.15277696943616262,0.7413199045852107,0.9662681700404887,1071,65,5,7,run133_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run133_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run133_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run133_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,5,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run134_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run134_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,100,200
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7063344818446858,0.9634528031144316,1076,70,0,2,run134_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,100,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run134_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run134_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run134_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run135_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run135_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,200,200
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7063344818446858,0.9634528031144316,1076,70,0,2,run135_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run135_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run135_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run135_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,10,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run136_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run136_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,100,200
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.692201166180758,0.9611873219358413,1077,70,0,1,run136_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,100,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run136_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run136_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run136_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run137_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run137_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,200,200
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.692201166180758,0.9611873219358413,1077,70,0,1,run137_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run137_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run137_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run137_strategy=0.3_threshold=0.3_estima,0.3,0.05,300,15,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run138_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run138_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,100,200
RandomForest,0.3,0.9337979094076655,0.9425795053003534,0.9897959183673469,0.9656108597285068,0.9799779573842763,0.12496844629509239,0.739835674529552,0.9662620196091106,1067,65,5,11,run138_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,100,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run138_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run138_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run138_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run139_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run139_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,200,200
RandomForest,0.3,0.9337979094076655,0.9425795053003534,0.9897959183673469,0.9656108597285068,0.9799779573842763,0.12496844629509239,0.739835674529552,0.9662620196091106,1067,65,5,11,run139_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run139_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run139_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run139_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,5,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run140_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run140_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,100,200
RandomForest,0.3,0.9381533101045296,0.9397379912663756,0.9981447124304267,0.9680611785874944,0.9858896829759941,0.058261420242869406,0.7009011396766498,0.9625642680949325,1076,69,1,2,run140_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,100,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run140_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run140_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run140_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run141_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run141_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,200,200
RandomForest,0.3,0.9381533101045296,0.9397379912663756,0.9981447124304267,0.9680611785874944,0.9858896829759941,0.058261420242869406,0.7009011396766498,0.9625642680949325,1076,69,1,2,run141_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run141_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run141_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run141_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,10,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run142_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run142_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,100,200
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6812947256824807,0.9607469996938577,1077,70,0,1,run142_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,100,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run142_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run142_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run142_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run143_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run143_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,200,200
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6812947256824807,0.9607469996938577,1077,70,0,1,run143_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,200,200
XGBoost,0.3,0.9355400696864111,0.9498207885304659,0.9833024118738405,0.9662716499544212,0.976418570375829,0.2664523122558934,0.6383249403657567,0.9540353247033538,1060,56,14,18,run143_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run143_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run143_strategy=0.3_threshold=0.3_estima,0.3,0.05,500,15,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run144_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run144_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,100,200
RandomForest,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.7380665253114234,0.9664468523952747,1068,59,11,10,run144_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,100,200
XGBoost,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.6347866419294992,0.955273469923967,1068,59,11,10,run144_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run144_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run144_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run145_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run145_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,200,200
RandomForest,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.7380665253114234,0.9664468523952747,1068,59,11,10,run145_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,200,200
XGBoost,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.6347866419294992,0.955273469923967,1068,59,11,10,run145_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run145_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run145_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,5,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run146_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run146_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,100,200
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7274847601378214,0.966405635709434,1076,70,0,2,run146_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,100,200
XGBoost,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.6347866419294992,0.955273469923967,1068,59,11,10,run146_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run146_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run146_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run147_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run147_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,200,200
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7274847601378214,0.966405635709434,1076,70,0,2,run147_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,200,200
XGBoost,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.6347866419294992,0.955273469923967,1068,59,11,10,run147_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,200,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run147_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,200,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run147_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,10,200,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run148_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,100,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run148_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,100,200
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6956400742115028,0.9631492323776354,1077,70,0,1,run148_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,100,200
XGBoost,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.6347866419294992,0.955273469923967,1068,59,11,10,run148_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,100,200
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run148_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,100,200
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run148_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,100,200
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run149_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,200,200
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run149_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,200,200
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6956400742115028,0.9631492323776354,1077,70,0,1,run149_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,200,200
XGBoost,0.3,0.9398954703832753,0.9476486246672582,0.9907235621521335,0.9687074829931973,0.9817981246552675,0.26403186978603144,0.6347866419294992,0.955273469923967,1068,59,11,10,run149_strategy=0.3_threshold=0.3_estima,0.3,0.1,100,15,200,200
