model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run033,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run033,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run033,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run034,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run034,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
RUSBoost,0.5,0.8327526132404182,0.9576446280991735,0.859925788497217,0.906158357771261,0.8778409090909091,0.1804555061862897,0.6848992843890804,0.9620388698017703,927,41,29,151,run034,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run035,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run035,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run035,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run036,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run036,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
RUSBoost,0.5,0.8327526132404182,0.9576446280991735,0.859925788497217,0.906158357771261,0.8778409090909091,0.1804555061862897,0.6848992843890804,0.9620388698017703,927,41,29,151,run036,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run037,2010,True,0.2,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run037,2010,True,0.2,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run037,2010,True,0.2,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run038,2010,True,0.2,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run038,2010,True,0.2,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run038,2010,True,0.2,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run039,2010,True,0.2,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run039,2010,True,0.2,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run039,2010,True,0.2,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run040,2010,True,0.2,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run040,2010,True,0.2,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.945993031358885,0.9560143626570916,0.9879406307977736,0.9717153284671532,0.9813859196461482,0.40642395545228077,0.6854492446329181,0.9634611466345469,1065,49,21,13,run040,2010,True,0.2,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run041,2010,True,0.2,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run041,2010,True,0.2,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9425087108013938,0.9469964664310954,0.9944341372912802,0.9701357466063348,0.9845701689933872,0.2802322735102072,0.6764179697853168,0.959229088111024,1072,60,10,6,run041,2010,True,0.2,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run042,2010,True,0.2,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run042,2010,True,0.2,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9381533101045296,0.956482320942883,0.9786641929499073,0.9674461256304447,0.974145891043398,0.36120832577009365,0.7073548900079512,0.9641969215353261,1055,48,22,23,run042,2010,True,0.2,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run043,2010,True,0.2,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run043,2010,True,0.2,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9468641114982579,0.9568733153638814,0.9879406307977736,0.9721588315837517,0.9815668202764977,0.42063859215234545,0.6848794063079777,0.9627835530573418,1065,48,22,13,run043,2010,True,0.2,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run044,2010,True,0.2,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run044,2010,True,0.2,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9398954703832753,0.9468556244464128,0.9916512059369202,0.9687358405074762,0.9823561845249035,0.252280608812775,0.6717664988073153,0.9586511799632526,1069,60,10,9,run044,2010,True,0.2,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run045,2010,True,0.2,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run045,2010,True,0.2,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9398954703832753,0.957388939256573,0.9795918367346939,0.9683631361760661,0.9750692520775623,0.3799664528841834,0.7105221309302943,0.963741554696814,1056,47,23,22,run045,2010,True,0.2,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run046,2010,True,0.2,300,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run046,2010,True,0.2,300,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.6824542804134641,0.9626062593393541,1066,49,21,12,run046,2010,True,0.2,300,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run047,2010,True,0.2,300,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run047,2010,True,0.2,300,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9398954703832753,0.9468556244464128,0.9916512059369202,0.9687358405074762,0.9823561845249035,0.252280608812775,0.669010071561092,0.9579672662381826,1069,60,10,9,run047,2010,True,0.2,300,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run048,2010,True,0.2,400,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run048,2010,True,0.2,400,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9398954703832753,0.957388939256573,0.9795918367346939,0.9683631361760661,0.9750692520775623,0.3799664528841834,0.7189371852637159,0.9647218989098281,1056,47,23,22,run048,2010,True,0.2,400,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run049,2010,True,0.2,400,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run049,2010,True,0.2,400,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.6783196395441293,0.9616344268218153,1066,49,21,12,run049,2010,True,0.2,400,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run050,2010,True,0.2,400,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run050,2010,True,0.2,400,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.5,0.9425087108013938,0.9493783303730018,0.9916512059369202,0.97005444646098,0.9828981243104082,0.3095615352537531,0.6807845216008481,0.960905041980389,1069,57,13,9,run050,2010,True,0.2,400,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run051,2010,True,0.2,100,7,2,100,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run051,2010,True,0.2,100,7,2,100,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.5,0.9050522648083623,0.955785512699906,0.9424860853432282,0.9490892106492294,0.9451162790697675,0.24771012362598963,0.6190432016962628,0.9527556533332511,1016,47,23,62,run051,2010,True,0.2,100,7,2,100,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run052,2010,True,0.2,100,7,2,200,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run052,2010,True,0.2,100,7,2,200,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.5,0.8989547038327527,0.9563567362428842,0.935064935064935,0.9455909943714822,0.9392471114424152,0.2425477310859823,0.6359130665253114,0.9554351517345201,1008,46,24,70,run052,2010,True,0.2,100,7,2,200,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run053,2010,True,0.2,100,7,2,200,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run053,2010,True,0.2,100,7,2,200,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.5,0.89198606271777,0.9534220532319392,0.9304267161410018,0.9417840375586854,0.9349366144668159,0.19918092488360806,0.5978796713490592,0.951285263442948,1003,49,21,75,run053,2010,True,0.2,100,7,2,200,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run054,2010,True,0.2,100,7,2,300,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run054,2010,True,0.2,100,7,2,300,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.5,0.8893728222996515,0.9541547277936963,0.9267161410018553,0.9402352941176471,0.9320768800149282,0.20358452291152318,0.6209382454280413,0.9532917839113,999,48,22,79,run054,2010,True,0.2,100,7,2,300,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run055,2010,True,0.2,100,7,2,300,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run055,2010,True,0.2,100,7,2,300,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.5,0.8937282229965157,0.9517958412098299,0.9341372912801484,0.9428838951310862,0.9376163873370578,0.18299756335837514,0.5894116087993639,0.9519117236187601,1007,51,19,71,run055,2010,True,0.2,100,7,2,300,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run056,2010,True,0.2,100,7,2,400,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run056,2010,True,0.2,100,7,2,400,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.5,0.8841463414634146,0.9512893982808023,0.9239332096474954,0.9374117647058824,0.9292778503452137,0.16503041002758576,0.6136231115822953,0.9533493398872365,996,51,19,82,run056,2010,True,0.2,100,7,2,400,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run057,2010,True,0.2,100,7,2,400,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run057,2010,True,0.2,100,7,2,400,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.5,0.8928571428571429,0.9534662867996201,0.9313543599257885,0.9422806194274989,0.9356943150046598,0.20093708631413568,0.5815001325205407,0.9505314796341687,1004,49,21,74,run057,2010,True,0.2,100,7,2,400,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run058,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run058,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.7709059233449478,0.96045197740113,0.7884972170686456,0.8660213958227203,0.8177794881662498,0.1642670731134201,0.7056453750331301,0.9635557564292642,850,35,35,228,run058,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.7,0.6942508710801394,0.9583858764186634,0.7050092764378478,0.8123997862105826,0.7443682664054848,0.12093293555457575,0.653167240922343,0.9595261138125399,760,33,37,318,run058,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
AdaBoost,0.7,0.7639372822299652,0.9600912200684151,0.7810760667903525,0.8613810741687979,0.8113316631335518,0.15837908367512665,0.7043996819507023,0.9649008578696274,842,35,35,236,run058,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RUSBoost,0.7,0.8092334494773519,0.9574014909478168,0.8339517625231911,0.8914229053049083,0.8560274233479337,0.16278715603610996,0.6888218923933209,0.9630828692644076,899,40,30,179,run058,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run059,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.2
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run059,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.2
RUSBoost,0.7,0.8266550522648084,0.9582898852971846,0.852504638218924,0.9023073146784487,0.8717510908745969,0.18136023188902117,0.6848992843890804,0.9620388698017703,919,40,30,159,run059,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,100,0.2
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run060,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,200,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run060,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,200,0.1
RUSBoost,0.7,0.8092334494773519,0.9574014909478168,0.8339517625231911,0.8914229053049083,0.8560274233479337,0.16278715603610996,0.6888218923933209,0.9630828692644076,899,40,30,179,run060,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,200,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run061,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,200,0.2
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run061,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,200,0.2
RUSBoost,0.7,0.8266550522648084,0.9582898852971846,0.852504638218924,0.9023073146784487,0.8717510908745969,0.18136023188902117,0.6848992843890804,0.9620388698017703,919,40,30,159,run061,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,200,0.2
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run062,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run062,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
RUSBoost,0.7,0.8092334494773519,0.9574014909478168,0.8339517625231911,0.8914229053049083,0.8560274233479337,0.16278715603610996,0.6888218923933209,0.9630828692644076,899,40,30,179,run062,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run063,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run063,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
RUSBoost,0.7,0.8266550522648084,0.9582898852971846,0.852504638218924,0.9023073146784487,0.8717510908745969,0.18136023188902117,0.6848992843890804,0.9620388698017703,919,40,30,159,run063,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run064,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run064,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
RUSBoost,0.7,0.8092334494773519,0.9574014909478168,0.8339517625231911,0.8914229053049083,0.8560274233479337,0.16278715603610996,0.6888218923933209,0.9630828692644076,899,40,30,179,run064,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run065,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run065,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
RUSBoost,0.7,0.8266550522648084,0.9582898852971846,0.852504638218924,0.9023073146784487,0.8717510908745969,0.18136023188902117,0.6848992843890804,0.9620388698017703,919,40,30,159,run065,2010,True,0.2,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run066,2010,True,0.2,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run066,2010,True,0.2,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
AdaBoost,0.7,0.7639372822299652,0.9600912200684151,0.7810760667903525,0.8613810741687979,0.8113316631335518,0.15837908367512665,0.7043996819507023,0.9649008578696274,842,35,35,236,run066,2010,True,0.2,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run067,2010,True,0.2,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run067,2010,True,0.2,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
AdaBoost,0.7,0.7639372822299652,0.9600912200684151,0.7810760667903525,0.8613810741687979,0.8113316631335518,0.15837908367512665,0.7043996819507023,0.9649008578696274,842,35,35,236,run067,2010,True,0.2,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
