model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run068,2010,True,0.2,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run068,2010,True,0.2,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
AdaBoost,0.7,0.7639372822299652,0.9600912200684151,0.7810760667903525,0.8613810741687979,0.8113316631335518,0.15837908367512665,0.7043996819507023,0.9649008578696274,842,35,35,236,run068,2010,True,0.2,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run069,2010,True,0.2,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run069,2010,True,0.2,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.8745644599303136,0.957843137254902,0.9063079777365491,0.9313632030505243,0.9161665416354089,0.2220083415501561,0.6854492446329181,0.9634611466345469,977,43,27,101,run069,2010,True,0.2,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run070,2010,True,0.2,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run070,2010,True,0.2,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.9146341463414634,0.9588014981273408,0.9499072356215214,0.9543336439888164,0.9516728624535316,0.3019860649811088,0.6764179697853168,0.9592291054646216,1024,44,26,54,run070,2010,True,0.2,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run071,2010,True,0.2,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run071,2010,True,0.2,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.7473867595818815,0.9602803738317757,0.7625231910946196,0.8500517063081696,0.7952786377708978,0.15209332358496494,0.7073548900079512,0.9641969215353261,822,34,36,256,run071,2010,True,0.2,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run072,2010,True,0.2,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run072,2010,True,0.2,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.9006968641114983,0.9608030592734226,0.9322820037105751,0.9463276836158192,0.9378499440089586,0.29146108614721616,0.6848794063079777,0.9627835530573418,1005,41,29,73,run072,2010,True,0.2,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run073,2010,True,0.2,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run073,2010,True,0.2,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.9189895470383276,0.9589934762348555,0.9545454545454546,0.9567642956764296,0.9554317548746518,0.3156537143158707,0.6717664988073153,0.9586511799632526,1029,44,26,49,run073,2010,True,0.2,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run074,2010,True,0.2,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run074,2010,True,0.2,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.7378048780487805,0.9597633136094674,0.7523191094619666,0.843473738949558,0.7863098700795036,0.14473605618487115,0.7105221309302943,0.963741554696814,811,34,36,267,run074,2010,True,0.2,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run075,2010,True,0.2,300,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run075,2010,True,0.2,300,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.8998257839721254,0.9590085795996187,0.9332096474953617,0.9459332393041843,0.9382577877261705,0.2718567812098537,0.682454280413464,0.9626064346145142,1006,43,27,72,run075,2010,True,0.2,300,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run076,2010,True,0.2,300,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run076,2010,True,0.2,300,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.9172473867595818,0.9580615097856477,0.9536178107606679,0.9558344955834496,0.9545032497678737,0.30092200994825463,0.669010071561092,0.9579672662381826,1028,45,25,50,run076,2010,True,0.2,300,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run077,2010,True,0.2,400,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run077,2010,True,0.2,400,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.7578397212543554,0.9608294930875576,0.7736549165120594,0.8571428571428571,0.805019305019305,0.1604436280329974,0.7189371852637159,0.9647218989098281,834,34,36,244,run077,2010,True,0.2,400,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run078,2010,True,0.2,400,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run078,2010,True,0.2,400,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.8980836236933798,0.958930276981853,0.9313543599257885,0.9449411764705883,0.9367419294644523,0.2678413777180855,0.6783196395441293,0.9616341925852345,1004,43,27,74,run078,2010,True,0.2,400,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run079,2010,True,0.2,400,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run079,2010,True,0.2,400,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.7,0.921602787456446,0.9599627560521415,0.9564007421150278,0.95817843866171,0.9571110285926476,0.33335928151133176,0.6807845216008481,0.960905041980389,1031,43,27,47,run079,2010,True,0.2,400,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run080,2010,True,0.2,100,7,2,100,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run080,2010,True,0.2,100,7,2,100,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.7,0.8074912891986062,0.9544008483563097,0.8348794063079777,0.8906481939633845,0.8563273073263559,0.13782205239130968,0.6190432016962628,0.9527556533332511,900,43,27,178,run080,2010,True,0.2,100,7,2,100,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run081,2010,True,0.2,100,7,2,200,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run081,2010,True,0.2,100,7,2,200,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.7,0.7813588850174216,0.9548954895489549,0.8051948051948052,0.8736789129340715,0.8312583796207623,0.12935210119529428,0.6359130665253114,0.9554351517345201,868,41,29,210,run081,2010,True,0.2,100,7,2,200,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run082,2010,True,0.2,100,7,2,200,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run082,2010,True,0.2,100,7,2,200,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.7,0.8162020905923345,0.951092611862643,0.8478664192949907,0.8965179009318294,0.866679309690878,0.114331961681516,0.5978796713490592,0.951285263442948,914,47,23,164,run082,2010,True,0.2,100,7,2,200,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run083,2010,True,0.2,100,7,2,300,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run083,2010,True,0.2,100,7,2,300,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.7,0.7874564459930313,0.9522776572668112,0.8144712430426716,0.878,0.838746656476882,0.11187104030743467,0.6209382454280413,0.9532917839113,878,44,26,200,run083,2010,True,0.2,100,7,2,300,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run084,2010,True,0.2,100,7,2,300,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run084,2010,True,0.2,100,7,2,300,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.7,0.8257839721254355,0.9525773195876288,0.8571428571428571,0.90234375,0.8746686861037486,0.13221859193153296,0.5894116087993639,0.9519117236187601,924,46,24,154,run084,2010,True,0.2,100,7,2,300,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run085,2010,True,0.2,100,7,2,400,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run085,2010,True,0.2,100,7,2,400,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.7,0.7918118466898955,0.9525350593311759,0.8191094619666048,0.8807980049875311,0.8427180759686963,0.11563893277225207,0.6136231115822953,0.9533493398872365,883,44,26,195,run085,2010,True,0.2,100,7,2,400,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run086,2010,True,0.2,100,7,2,400,6,0.2,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run086,2010,True,0.2,100,7,2,400,6,0.2,0.8,100,0.1,100,0.1
XGBoost,0.7,0.8222996515679443,0.9523809523809523,0.8534322820037106,0.9001956947162426,0.8715422508525957,0.1285970617561161,0.5815001325205407,0.9505314796341687,920,46,24,158,run086,2010,True,0.2,100,7,2,400,6,0.2,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run087,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run087,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.3,0.936411149825784,0.9411764705882353,0.9944341372912802,0.9670726206585476,0.983305815446707,0.1011771812294051,0.712642459581235,0.9647735218516775,1072,67,3,6,run087,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
XGBoost,0.3,0.9407665505226481,0.954954954954955,0.9833024118738405,0.9689213893967094,0.9774990778310586,0.359819213372454,0.6615690432016963,0.95540023024329,1060,50,20,18,run087,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run087,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run087,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run088,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.2
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run088,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.2
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.683845746090644,0.9621184005198449,1053,55,15,25,run088,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,100,0.2
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run089,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,200,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run089,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,200,0.1
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run089,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,200,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run090,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,200,0.2
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run090,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,200,0.2
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.683845746090644,0.9621184005198449,1053,55,15,25,run090,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,200,0.2
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run091,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run091,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run091,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,300,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run092,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run092,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.683845746090644,0.9621184005198449,1053,55,15,25,run092,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,300,0.2
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run093,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run093,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.685164325470448,0.9623796729759913,1053,55,15,25,run093,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,400,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run094,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run094,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
RUSBoost,0.3,0.9303135888501742,0.9503610108303249,0.9768089053803339,0.9634034766697164,0.9714022140221402,0.24934862866834048,0.683845746090644,0.9621184005198449,1053,55,15,25,run094,2010,True,0.3,100,7,2,100,6,0.1,0.8,100,0.1,400,0.2
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run095,2010,True,0.3,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run095,2010,True,0.3,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run095,2010,True,0.3,100,7,2,100,6,0.1,0.8,200,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run096,2010,True,0.3,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run096,2010,True,0.3,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run096,2010,True,0.3,100,7,2,100,6,0.1,0.8,300,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run097,2010,True,0.3,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run097,2010,True,0.3,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
AdaBoost,0.3,0.9181184668989547,0.9598130841121495,0.9526901669758813,0.9562383612662942,0.9541062801932367,0.32177720798396325,0.7057050092764379,0.9646816323250359,1027,43,27,51,run097,2010,True,0.3,100,7,2,100,6,0.1,0.8,400,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run098,2010,True,0.3,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run098,2010,True,0.3,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.7274847601378214,0.966405635709434,1076,70,0,2,run098,2010,True,0.3,100,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run099,2010,True,0.3,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run099,2010,True,0.3,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.3,0.9381533101045296,0.9389712292938099,0.9990723562152134,0.9680898876404495,0.9864444037369482,-0.007524158413986663,0.6919825072886298,0.9612266111113494,1077,70,0,1,run099,2010,True,0.3,100,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run100,2010,True,0.3,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run100,2010,True,0.3,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.3,0.936411149825784,0.9404031551270815,0.9953617810760668,0.9671022983325822,0.9838620942600403,0.07356436716652684,0.7254704479194274,0.9664552594494652,1073,68,2,5,run100,2010,True,0.3,200,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run101,2010,True,0.3,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run101,2010,True,0.3,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.3,0.936411149825784,0.9388646288209607,0.9972170686456401,0.967161493477283,0.984973428623786,-0.01304360154691106,0.7191492181288099,0.964632446880328,1075,70,0,3,run101,2010,True,0.3,200,10,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run102,2010,True,0.3,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run102,2010,True,0.3,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.6874105486350385,0.9602808445055135,1076,70,0,2,run102,2010,True,0.3,200,13,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run103,2010,True,0.3,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run103,2010,True,0.3,300,7,2,100,6,0.1,0.8,100,0.1,100,0.1
