model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate,logit_C,logit_penalty,svm_C,svm_kernel,svm_gamma,mlp_hidden_layer_sizes,mlp_alpha,mlp_learning_rate_init,mlp_activation
XGBoost,0.3,0.9137630662020906,0.9462169553327257,0.9628942486085343,0.9544827586206897,0.9595119245701609,0.13940729938600616,0.5655181553140737,0.9478823488302686,1038,59,11,40,run068,2010,True,0.2,100,7,2,300,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9224738675958188,0.9450945094509451,0.974025974025974,0.9593421653723161,0.9680988382813941,0.13900706542278954,0.5821229790617546,0.9509317290673136,1050,61,9,28,run069,2010,True,0.2,100,7,2,300,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9076655052264808,0.9466911764705882,0.9554730983302412,0.951061865189289,0.9537037037037037,0.13643810037156884,0.6005300821627352,0.9543360419370934,1030,58,12,48,run070,2010,True,0.2,100,7,2,300,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9163763066202091,0.9431407942238267,0.9693877551020408,0.9560841720036597,0.9640221402214022,0.09054018167180518,0.5684203551550491,0.9505022966828245,1045,63,7,33,run071,2010,True,0.2,100,7,2,300,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9207317073170732,0.9441944194419442,0.9730983302411874,0.9584285061671997,0.9671768393877928,0.11839480617384063,0.6158892128279884,0.9564180558101645,1049,62,8,29,run072,2010,True,0.2,100,7,2,300,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9250871080139372,0.943649373881932,0.9786641929499073,0.9608378870673953,0.9714548802946593,0.11799238038610195,0.574025974025974,0.9501444765098698,1055,63,7,23,run073,2010,True,0.2,100,7,2,300,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9398954703832753,0.9565610859728507,0.9805194805194806,0.9683921209344938,0.9756322687834594,0.3715165504686881,0.7056453750331301,0.9635557564292642,1057,48,22,21,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9015679442508711,0.95561850802644,0.9387755102040817,0.9471221338324755,0.942096443865202,0.23921622503045872,0.6288497217068646,0.9532429715565871,1012,47,23,66,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9398954703832753,0.9444933920704845,0.9944341372912802,0.9688206055128784,0.9840279052689553,0.21355896660023835,0.6958189769414259,0.9616569531233292,1072,63,7,6,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.8440766550522648,0.9563451776649746,0.8738404452690167,0.9132331555986427,0.8891825561638663,0.1779407563707526,0.6788232175987278,0.9634685553674655,942,43,27,136,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.5,0.9076655052264808,0.9402173913043478,0.9628942486085343,0.9514207149404217,0.9582717872968981,0.024973678459119263,0.6739862178637689,0.9637955618759957,1038,66,4,40,run074,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.5,0.8493031358885017,0.938894277400582,0.8979591836734694,0.9179706021811285,0.9058581321355044,-0.0016141357517943898,0.6028756957328385,0.959423603044304,968,63,7,110,run075,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.01,relu
MLP,0.5,0.9085365853658537,0.9402714932126697,0.963821892393321,0.9519010535959689,0.9590179065903637,0.026419993834463033,0.6750596342433077,0.9638358492737765,1039,66,4,39,run076,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.001,relu
MLP,0.5,0.8754355400696864,0.9397930385700847,0.9267161410018553,0.9332087809434844,0.9293023255813954,0.011359738728912596,0.6387887622581498,0.9616697855773785,999,64,6,79,run077,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.01,relu
MLP,0.5,0.9329268292682927,0.9425287356321839,0.9888682745825603,0.965142598460842,0.9792393900422561,0.11945304724539689,0.7074874105486351,0.9672297545148183,1066,65,5,12,run078,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.001,relu
MLP,0.5,0.9346689895470384,0.9418502202643172,0.9916512059369202,0.9661093538183462,0.9812740958325684,0.11034579217261825,0.6592764378478664,0.9647676349589721,1069,66,4,9,run079,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.01,relu
MLP,0.5,0.9372822299651568,0.9420035149384886,0.9944341372912802,0.9675090252707581,0.9834862385321101,0.1328138298011085,0.7416379538828518,0.9710786860347511,1072,66,4,6,run080,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.001,relu
MLP,0.5,0.921602787456446,0.9402852049910874,0.9786641929499073,0.9590909090909091,0.9707397865292602,0.034613420787660644,0.652610654651471,0.9639718018411939,1055,67,3,23,run081,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.01,relu
MLP,0.5,0.9189895470383276,0.9401251117068812,0.9758812615955473,0.9576695493855257,0.9685140858037193,0.02857438992596008,0.5864033925258415,0.9582248899168675,1052,67,3,26,run082,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.001,relu
MLP,0.5,0.8815331010452961,0.9401869158878504,0.9332096474953617,0.9366852886405959,0.9345968041620215,0.017994120183313735,0.564100185528757,0.9491646741724726,1006,64,6,72,run083,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.01,relu
MLP,0.5,0.9085365853658537,0.9418710263396912,0.9619666048237476,0.9518127581459385,0.9578791797524479,0.05757847658769098,0.6158362046117147,0.9611546673869195,1037,64,6,41,run084,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.001,relu
MLP,0.5,0.9329268292682927,0.940193491644679,0.9916512059369202,0.9652370203160271,0.980913929161314,0.04967290486967149,0.5764908560826929,0.9467458471278116,1069,68,2,9,run085,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.01,relu
SVM,0.5,0.8998257839721254,0.9454209065679926,0.948051948051948,0.9467345993515517,0.9475245688855924,0.10737481926080653,0.6914391730718261,0.967155113476967,1022,59,11,56,run086,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,linear,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.9172473867595818,0.9555143651529193,0.9564007421150278,0.9559573481687529,0.9562233351882767,0.2725145277246772,0.6714418234826398,0.9630133343968037,1031,48,22,47,run087,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.5,0.8998257839721254,0.9445983379501385,0.9489795918367347,0.9467838963442851,0.9481000926784059,0.09508323025207814,0.6807712695467798,0.9657910109409951,1023,60,10,55,run088,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,linear,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9346689895470384,0.9395267309377738,0.9944341372912802,0.9662009914375845,0.9829451677975426,0.02680252137075009,0.7221706864564007,0.9688134262431277,1072,69,1,6,run089,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.936411149825784,0.9396325459317585,0.9962894248608535,0.9671319225574065,0.9844179651695693,0.038426990548543545,0.744738934534853,0.9715683987285075,1074,69,1,4,run090,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.5,0.9381533101045296,0.9405074365704287,0.9972170686456401,0.9680324178298064,0.9853345554537122,0.0937079243201325,0.74067055393586,0.9720934680569826,1075,68,2,3,run091,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8327526132404182,0.9576446280991735,0.859925788497217,0.906158357771261,0.8778409090909091,0.1804555061862897,0.6848992843890804,0.9620388698017703,927,41,29,151,run092,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.9207317073170732,0.9515096065873742,0.9647495361781077,0.9580838323353293,0.9620721554116559,0.23259924250702563,0.6874768089053803,0.9623382238098745,1040,53,17,38,run093,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,200,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run094,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,300,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.8327526132404182,0.9576446280991735,0.859925788497217,0.906158357771261,0.8778409090909091,0.1804555061862897,0.6848992843890804,0.9620388698017703,927,41,29,151,run095,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,300,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.5,0.9207317073170732,0.9515096065873742,0.9647495361781077,0.9580838323353293,0.9620721554116559,0.23259924250702563,0.6874768089053803,0.9623382238098745,1040,53,17,38,run096,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.1,300,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8693379790940766,0.9594059405940594,0.898886827458256,0.9281609195402298,0.9103720405862458,0.2304315002929505,0.7016763848396501,0.9648105766811463,969,41,29,109,run097,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.9041811846689896,0.960952380952381,0.9359925788497218,0.9483082706766918,0.9408802685565087,0.2999604095055011,0.7078253379273788,0.9650814291161331,1009,41,29,69,run098,2010,True,0.2,100,7,2,200,7,0.1,0.8,200,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run099,2010,True,0.2,100,7,2,200,7,0.1,0.8,300,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.8693379790940766,0.9594059405940594,0.898886827458256,0.9281609195402298,0.9103720405862458,0.2304315002929505,0.7016763848396501,0.9648105766811463,969,41,29,109,run100,2010,True,0.2,100,7,2,200,7,0.1,0.8,300,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.5,0.9041811846689896,0.960952380952381,0.9359925788497218,0.9483082706766918,0.9408802685565087,0.2999604095055011,0.7078253379273788,0.9650814291161331,1009,41,29,69,run101,2010,True,0.2,100,7,2,200,7,0.1,0.8,300,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.945993031358885,0.9560143626570916,0.9879406307977736,0.9717153284671532,0.9813859196461482,0.40642395545228077,0.6854492446329181,0.9634611466345469,1065,49,21,13,run102,2010,True,0.2,100,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9425087108013938,0.9469964664310954,0.9944341372912802,0.9701357466063348,0.9845701689933872,0.2802322735102072,0.6764179697853168,0.9592291054646216,1072,60,10,6,run103,2010,True,0.2,100,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9381533101045296,0.956482320942883,0.9786641929499073,0.9674461256304447,0.974145891043398,0.36120832577009365,0.7073548900079512,0.9641969215353261,1055,48,22,23,run104,2010,True,0.2,200,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9468641114982579,0.9568733153638814,0.9879406307977736,0.9721588315837517,0.9815668202764977,0.42063859215234545,0.6848794063079777,0.9627835530573418,1065,48,22,13,run105,2010,True,0.2,200,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9398954703832753,0.9468556244464128,0.9916512059369202,0.9687358405074762,0.9823561845249035,0.252280608812775,0.6717664988073153,0.9586511799632526,1069,60,10,9,run106,2010,True,0.2,200,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9398954703832753,0.957388939256573,0.9795918367346939,0.9683631361760661,0.9750692520775623,0.3799664528841834,0.7105221309302943,0.963741554696814,1056,47,23,22,run107,2010,True,0.2,300,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.682454280413464,0.9626064346145142,1066,49,21,12,run108,2010,True,0.2,300,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9398954703832753,0.9468556244464128,0.9916512059369202,0.9687358405074762,0.9823561845249035,0.252280608812775,0.669010071561092,0.9579672662381826,1069,60,10,9,run109,2010,True,0.2,300,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9398954703832753,0.957388939256573,0.9795918367346939,0.9683631361760661,0.9750692520775623,0.3799664528841834,0.7189371852637159,0.9647218989098281,1056,47,23,22,run110,2010,True,0.2,400,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.6783196395441293,0.9616344268218153,1066,49,21,12,run111,2010,True,0.2,400,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.5,0.9425087108013938,0.9493783303730018,0.9916512059369202,0.97005444646098,0.9828981243104082,0.3095615352537531,0.6807845216008481,0.960905041980389,1069,57,13,9,run112,2010,True,0.2,400,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8893728222996515,0.9524262607040913,0.9285714285714286,0.9403475810239549,0.9332463173596868,0.18435902146611374,0.6259607739199575,0.9539908191983452,1001,50,20,77,run113,2010,True,0.2,100,7,2,200,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9102787456445993,0.9509713228492137,0.9536178107606679,0.952292728114868,0.9530873354348229,0.20054662010087143,0.6300026504108137,0.9514022303589256,1028,53,17,50,run114,2010,True,0.2,100,7,2,200,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8911149825783972,0.9491046182846371,0.9341372912801484,0.9415614773258532,0.9370928717662386,0.14711329078659227,0.6243175192154784,0.954840193560385,1007,54,16,71,run115,2010,True,0.2,100,7,2,200,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9277003484320557,0.9510426110607434,0.9730983302411874,0.9619440623567171,0.9686057248384118,0.24865956308555529,0.6431486880466473,0.9567224567125692,1049,54,16,29,run116,2010,True,0.2,100,7,2,200,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8902439024390244,0.9499054820415879,0.9322820037105751,0.9410112359550562,0.9357541899441341,0.1559112814172438,0.6010601643254704,0.9513530546014202,1005,53,17,73,run117,2010,True,0.2,100,7,2,200,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8858885017421603,0.950523311132255,0.9267161410018553,0.9384687646782527,0.931381689352974,0.15818163659992962,0.5848794063079776,0.9507285156779693,999,52,18,79,run118,2010,True,0.2,100,7,2,200,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8928571428571429,0.949200376293509,0.9359925788497218,0.9425502101821579,0.9386046511627907,0.15038937690366377,0.6113437582825338,0.9543061160244508,1009,54,16,69,run119,2010,True,0.2,100,7,2,200,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9033101045296167,0.9497674418604651,0.9471243042671614,0.9484440315838365,0.9476517542231297,0.17228757255867003,0.6093029419560032,0.9539524744799044,1021,54,16,57,run120,2010,True,0.2,100,7,2,200,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9233449477351916,0.9483695652173914,0.9712430426716141,0.9596700274977086,0.9665805022156573,0.19562714792976757,0.5843758282533792,0.9500730029369637,1047,57,13,31,run121,2010,True,0.2,100,7,2,200,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9085365853658537,0.9508804448563485,0.9517625231910947,0.9513212795549374,0.9515859766277128,0.19593402301794818,0.597667638483965,0.9494045600920633,1026,53,17,52,run122,2010,True,0.2,100,7,2,200,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9050522648083623,0.9473684210526315,0.9517625231910947,0.949560388708931,0.9508804448563485,0.14233671437735332,0.5874436787702094,0.9512904801388324,1026,57,13,52,run123,2010,True,0.2,100,7,2,200,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8797909407665505,0.9476190476190476,0.9230055658627088,0.9351503759398496,0.9278254382693025,0.11756922830194429,0.5757884972170686,0.9487514534409539,995,55,15,83,run124,2010,True,0.2,100,7,2,200,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8945993031358885,0.9467787114845938,0.9406307977736549,0.9436947417403444,0.9418539847668587,0.12085834675572,0.5946991783726477,0.9535139368041683,1014,57,13,64,run125,2010,True,0.2,100,7,2,200,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.867595818815331,0.9495145631067962,0.9072356215213359,0.9278937381404174,0.9153874953201049,0.12952205941406797,0.6058176517360191,0.9546798603761923,978,52,18,100,run126,2010,True,0.2,100,7,2,200,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8928571428571429,0.9450139794967382,0.9406307977736549,0.9428172942817294,0.9415041782729805,0.09467814880162996,0.5829181023058574,0.9523066131527544,1014,59,11,64,run127,2010,True,0.2,100,7,2,200,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8972125435540069,0.9485981308411215,0.9415584415584416,0.9450651769087524,0.9429580081753994,0.14818687209787781,0.6236549165120593,0.9572827357390685,1015,55,15,63,run128,2010,True,0.2,100,7,2,200,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9024390243902439,0.9447513812154696,0.9517625231910947,0.9482439926062847,0.9503519822156354,0.10016801186194371,0.5893188444208852,0.9514286296132388,1026,60,10,52,run129,2010,True,0.2,100,7,2,200,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8980836236933798,0.9511737089201878,0.9397031539888683,0.9454036397573495,0.941975079040357,0.18187423058969945,0.6126822157434402,0.9518274946863747,1013,52,18,65,run130,2010,True,0.2,100,7,2,300,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8885017421602788,0.9481132075471698,0.9322820037105751,0.9401309635173059,0.9354058078927774,0.1318264199066678,0.616326530612245,0.9538627990718809,1005,55,15,73,run131,2010,True,0.2,100,7,2,300,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9137630662020906,0.9494949494949495,0.9591836734693877,0.9543147208121827,0.9572301425661914,0.18799283637348316,0.6175854757487411,0.9515046854471125,1034,55,15,44,run132,2010,True,0.2,100,7,2,300,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8911149825783972,0.9482596425211665,0.935064935064935,0.9416160672582905,0.9376744186046512,0.13648641308618867,0.6137423800689107,0.9540799747808634,1008,55,15,70,run133,2010,True,0.2,100,7,2,300,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9294425087108014,0.950316169828365,0.9758812615955473,0.962929061784897,0.9706587931352648,0.24520411930687486,0.630811025708985,0.9569830132410928,1052,55,15,26,run134,2010,True,0.2,100,7,2,300,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8850174216027874,0.9487666034155597,0.9276437847866419,0.9380863039399625,0.9317927692881103,0.13633190225260153,0.590286244367877,0.9499388424385969,1000,54,16,78,run135,2010,True,0.2,100,7,2,300,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8841463414634146,0.9487179487179487,0.9267161410018553,0.9375879868606288,0.9310344827586207,0.13487116378903893,0.5715875960773921,0.9494308345113881,999,54,16,79,run136,2010,True,0.2,100,7,2,300,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8815331010452961,0.9468690702087287,0.9257884972170687,0.9362101313320825,0.9299291837495341,0.10977794504425634,0.5906573018817917,0.9513329047515647,998,56,14,80,run137,2010,True,0.2,100,7,2,300,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9041811846689896,0.949814126394052,0.948051948051948,0.9489322191272052,0.9484038604305864,0.17431477503230394,0.5962827988338193,0.9519825857791584,1022,54,16,56,run138,2010,True,0.2,100,7,2,300,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9233449477351916,0.9483695652173914,0.9712430426716141,0.9596700274977086,0.9665805022156573,0.19562714792976757,0.570924993373973,0.9493302384833328,1047,57,13,31,run139,2010,True,0.2,100,7,2,300,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8980836236933798,0.9494855004677268,0.9415584415584416,0.9455053563111319,0.9431332466084371,0.16081870946145344,0.5870328650940896,0.9488705440187549,1015,54,16,63,run140,2010,True,0.2,100,7,2,300,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
